,Unnamed: 0,Block and Lot Number,Property Location,Location,blklot,Violation Number,correct - no permit,obtain permit,stop all work,abated,closed,open,referred to hearing,rescinded
487,15608,1703046,0000 4621 LINCOLN             WY0000,"(37.7638327216744, -122.507777185993)",1703046,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
488,15616,0247C097,0000 1200 CALIFORNIA          STR77MR,"(37.7916717343982, -122.414524564497)",0247C097,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
489,15627,0247C020,0000 1200 CALIFORNIA          ST0008C,"(37.7916717343982, -122.414524564497)",0247C020,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
490,15652,0252C042,0000 1201 CALIFORNIA          ST05-6,"(37.7910768180755, -122.41433878109)",0252C042,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
491,15671,0215C069,0000 1333 JONES               ST1008,"(37.7936210279681, -122.414882373554)",0215C069,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
492,15700,0247C021,0000 1200 CALIFORNIA          ST0008D,"(37.7916717343982, -122.414524564497)",0247C021,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
493,15703,1031023,0000 3195 CALIFORNIA          ST0000,"(37.7870303384682, -122.446560731911)",1031023,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
494,15749,0611020,2336 2332 STEINER             ST0000,"(37.791032591362, -122.435648507217)",0611020,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
495,15796,1200011,1456 1454 HAYES               ST0000,"(37.7748846656598, -122.440484546574)",1200011,2,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
496,15835,0298C035,0000 0666 POST                ST1004,"(37.78790571895, -122.412900793831)",0298C035,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
497,15899,6517013,0964 0958 CAPP                ST0000,"(37.7512609521826, -122.417553335044)",6517013,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
498,15919,0540C006,0000 2100 GREEN               ST0302,"(37.7965785554442, -122.434007636828)",0540C006,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
499,15975,0247C056,0000 1200 CALIFORNIA          ST0018C,"(37.7916717343982, -122.414524564497)",0247C056,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
500,15981,0128C025,0000 1750 TAYLOR              ST0802,"(37.7985288032275, -122.413274223265)",0128C025,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
501,15987,0047C126,0000 1080 CHESTNUT            ST0007A,"(37.8030477584271, -122.421074450669)",0047C126,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
502,16029,0778016,1355 1351 MCALLISTER          ST0000,"(37.7780336882614, -122.434207064373)",0778016,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
503,16061,0215C100,0000 1333 JONES               ST1409,"(37.7936210279681, -122.414882373554)",0215C100,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
504,16166,0047C153,0000 1080 CHESTNUT            ST0015B,"(37.8030477584271, -122.421074450669)",0047C153,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
505,16179,0247C038,0000 1200 CALIFORNIA          ST0014A,"(37.7916717343982, -122.414524564497)",0247C038,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
506,16190,0215C052,0000 1333 JONES               ST0902,"(37.7936210279681, -122.414882373554)",0215C052,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
507,16216,0047C155,0000 1080 CHESTNUT            ST0016B,"(37.8030477584271, -122.421074450669)",0047C155,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
508,16234,0215C064,0000 1333 JONES               ST1003B,"(37.7936210279681, -122.414882373554)",0215C064,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
509,16306,3589065,0000 0129 LEXINGTON           ST0000,"(37.7612746032149, -122.420559296322)",3589065,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
510,16363,0726021,0000 1410 STEINER               0000,"(37.7826507419314, -122.433375034248)",0726021,16,15.0,0.0,0.0,7.0,1.0,3.0,5.0,0.0
511,16402,1187009C,1887 1881 FULTON              ST0000,"(37.7755082830693, -122.447752127821)",1187009C,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
512,16406,0252C035,0000 1201 CALIFORNIA          ST0604,"(37.7910768180755, -122.41433878109)",0252C035,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
513,16419,0128C045,0000 1750 TAYLOR              ST1401,"(37.7985288032275, -122.413274223265)",0128C045,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
514,16457,0252C053,0000 1201 CALIFORNIA          ST0906,"(37.7910768180755, -122.41433878109)",0252C053,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
515,16518,0579C017,0000 2100 PACIFIC             AV0009,"(37.7942268795735, -122.430095354673)",0579C017,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
516,16532,0215C126,0000 1333 JONES               ST1704,"(37.7936210279681, -122.414882373554)",0215C126,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
517,16580,0554021,1885 1883 GREEN               ST0000,"(37.7965953005039, -122.430002258481)",0554021,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
518,16618,0298C013,0000 0666 POST                ST0502,"(37.78790571895, -122.412900793831)",0298C013,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
519,16641,0128C020,0000 1750 TAYLOR              ST0605,"(37.7985288032275, -122.413274223265)",0128C020,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
520,16662,0215C081,0000 1333 JONES               ST1110,"(37.7936210279681, -122.414882373554)",0215C081,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
521,16695,0179002,1153 1151 STOCKTON            ST0000,"(37.7964389167641, -122.408633141487)",0179002,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
522,16796,0298C016,0000 0666 POST                ST0601,"(37.78790571895, -122.412900793831)",0298C016,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
523,16804,0875015,0371 0367 HERMANN             ST0000,"(37.7698839803865, -122.431118427083)",0875015,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
524,16870,0215C104,0000 1333 JONES               ST1503A,"(37.7936210279681, -122.414882373554)",0215C104,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
525,16890,5615081,0102 0100 COLERIDGE           ST0000,"(37.7442761346105, -122.419761220627)",5615081,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
526,16986,0116035,0047 0043 JASPER              PL0000,"(37.8001468068975, -122.408419676173)",0116035,5,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
527,17066,0215C008,0000 1333 JONES               ST0408,"(37.7936210279681, -122.414882373554)",0215C008,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
528,17069,0247C093,0000 1200 CALIFORNIA          ST0027D,"(37.7916717343982, -122.414524564497)",0247C093,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
529,17104,0094C005,0000 2164 HYDE                ST0305,"(37.8009123308796, -122.419097249198)",0094C005,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
530,17106,0215C054,0000 1333 JONES               ST0904,"(37.7936210279681, -122.414882373554)",0215C054,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
531,17150,0215C066,0000 1333 JONES               ST1005,"(37.7936210279681, -122.414882373554)",0215C066,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
532,17171,0252C064,0000 1201 CALIFORNIA          ST1201,"(37.7910768180755, -122.41433878109)",0252C064,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
533,17198,0247C082,0000 1200 CALIFORNIA          ST0025A,"(37.7916717343982, -122.414524564497)",0247C082,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
534,17235,0247C092,0000 1200 CALIFORNIA          ST0027C,"(37.7916717343982, -122.414524564497)",0247C092,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
535,17308,0252C032,0000 1201 CALIFORNIA          ST0601,"(37.7910768180755, -122.41433878109)",0252C032,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
536,17328,0247C063,0000 1200 CALIFORNIA          ST0020B,"(37.7916717343982, -122.414524564497)",0247C063,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
537,17363,0128C004,0000 1750 TAYLOR              ST0205,"(37.7985288032275, -122.413274223265)",0128C004,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
538,17387,1518027,0000 0516 27TH                AV0000,"(37.7795261899759, -122.486620599649)",1518027,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
539,17561,0097C012,0000 1100 UNION               ST0701,"(37.7996601729614, -122.417684118265)",0097C012,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
540,17576,0215C112,0000 1333 JONES               ST1510,"(37.7936210279681, -122.414882373554)",0215C112,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
541,17586,1127025A,1923 1921 ELLIS               ST0000,"(37.7813627491166, -122.438209816003)",1127025A,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
542,17680,6520001,2806 2804 FOLSOM              ST0000,"(37.7523281660563, -122.414265961055)",6520001,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
543,17713,0247C033,0000 1200 CALIFORNIA          ST0011D,"(37.7916717343982, -122.414524564497)",0247C033,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
544,17720,0047C131,0000 1080 CHESTNUT            ST0008B,"(37.8030477584271, -122.421074450669)",0047C131,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
545,17733,0247C078,0000 1200 CALIFORNIA          ST0024A,"(37.7916717343982, -122.414524564497)",0247C078,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
546,17748,0731050,0000 1345 FILLMORE              0000,"(37.7818118438116, -122.433249868384)",0731050,16,16.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0
547,17773,0252C050,0000 1201 CALIFORNIA          ST02-3,"(37.7910768180755, -122.41433878109)",0252C050,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
548,17782,3576068,0042 0040 SYCAMORE            ST0000,"(37.7628416185203, -122.420354540137)",3576068,6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
549,17818,0215C040,0000 1333 JONES               ST0710,"(37.7936210279681, -122.414882373554)",0215C040,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
550,17853,0252C019,0000 1201 CALIFORNIA          ST0402,"(37.7910768180755, -122.41433878109)",0252C019,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
551,17919,0252C061,0000 1201 CALIFORNIA          ST1103,"(37.7910768180755, -122.41433878109)",0252C061,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
552,17928,0252C017,0000 1201 CALIFORNIA          ST0307,"(37.7910768180755, -122.41433878109)",0252C017,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
553,17933,0047C111,0000 1080 CHESTNUT            ST0003B,"(37.8030477584271, -122.421074450669)",0047C111,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
554,17935,0252C005,0000 1201 CALIFORNIA          ST0201,"(37.7910768180755, -122.41433878109)",0252C005,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
555,17947,0252C047,0000 1201 CALIFORNIA          ST0805,"(37.7910768180755, -122.41433878109)",0252C047,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
556,17969,0247C094,0000 1200 CALIFORNIA          ST27DMR,"(37.7916717343982, -122.414524564497)",0247C094,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
557,17982,0047C124,0000 1080 CHESTNUT            ST0006C,"(37.8030477584271, -122.421074450669)",0047C124,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
558,17984,0047C107,0000 1080 CHESTNUT            ST0002B,"(37.8030477584271, -122.421074450669)",0047C107,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
559,18026,0119011,0820 0818 GREEN               ST0000,"(37.799237852293, -122.412719451092)",0119011,7,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
560,18048,0247C039,0000 1200 CALIFORNIA          ST0014B,"(37.7916717343982, -122.414524564497)",0247C039,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
561,18055,0247C013,0000 1200 CALIFORNIA          ST0006D,"(37.7916717343982, -122.414524564497)",0247C013,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
562,18102,3521008,0358 0354 11TH                ST0000,"(37.7710191610306, -122.41334319879)",3521008,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
563,18103,0298C001,0000 0666 POST                ST0201,"(37.78790571895, -122.412900793831)",0298C001,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
564,18126,1765029,1352 1350 11TH                AV0000,"(37.7629917609601, -122.468055495987)",1765029,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
565,18147,0215C021,0000 1333 JONES               ST0601,"(37.7936210279681, -122.414882373554)",0215C021,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
566,18155,0215C068,0000 1333 JONES               ST1007,"(37.7936210279681, -122.414882373554)",0215C068,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
567,18161,6617031,0063 0061 VALLEY              ST0000,"(37.7444523289248, -122.423465221464)",6617031,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
568,18190,0215C090,0000 1333 JONES               ST1209,"(37.7936210279681, -122.414882373554)",0215C090,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
569,18201,0098C012,0000 1020 UNION               ST0012,"(37.8000299152147, -122.416271336736)",0098C012,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
570,18250,0247C042,0000 1200 CALIFORNIA          ST0015A,"(37.7916717343982, -122.414524564497)",0247C042,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
571,18293,0128C072,0000 1750 TAYLOR              ST2301,"(37.7985288032275, -122.413274223265)",0128C072,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
572,18297,0540C010,0000 2100 GREEN               ST0404,"(37.7965785554442, -122.434007636828)",0540C010,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
573,18309,1805051,0000 1418 LA PLAYA              0000,"(37.759909863128, -122.508819014672)",1805051,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
574,18326,0682013,0000 2000 POST                ST0102,"(37.7854351363332, -122.436142011998)",0682013,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
575,18374,0252C043,0000 1201 CALIFORNIA          ST0801,"(37.7910768180755, -122.41433878109)",0252C043,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
576,18401,1425029,0000 0272 09TH                AV0000,"(37.7833333960193, -122.467404132402)",1425029,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
577,18408,0731021,0000 1550 EDDY                  0000,"(37.7818118438116, -122.433249868384)",0731021,16,16.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0
578,18434,0215C086,0000 1333 JONES               ST1205,"(37.7936210279681, -122.414882373554)",0215C086,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
579,18476,0047C127,0000 1080 CHESTNUT            ST0007B,"(37.8030477584271, -122.421074450669)",0047C127,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
580,18481,0252C012,0000 1201 CALIFORNIA          ST0301,"(37.7910768180755, -122.41433878109)",0252C012,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
581,18551,0298C011,0000 0666 POST                ST0404,"(37.78790571895, -122.412900793831)",0298C011,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
582,18673,0215C006,0000 1333 JONES               ST0406,"(37.7936210279681, -122.414882373554)",0215C006,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
583,18758,0215C051,0000 1333 JONES               ST0901,"(37.7936210279681, -122.414882373554)",0215C051,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
584,18761,0510004,0000 3231 FILLMORE            ST0000,"(37.7994641095142, -122.436253346774)",0510004,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
585,18765,0580C303,0000 2121 BROADWAY              0003,"(37.7942980253598, -122.432372713755)",0580C303,7,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
586,18823,0298C039,0000 0666 POST                ST1104,"(37.78790571895, -122.412900793831)",0298C039,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
587,18826,0215C020,0000 1333 JONES               ST0510,"(37.7936210279681, -122.414882373554)",0215C020,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
588,18844,0252C040,0000 1201 CALIFORNIA          ST0703,"(37.7910768180755, -122.41433878109)",0252C040,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
589,18847,6525023,1165 1163 SHOTWELL            ST0000,"(37.7498654682977, -122.41461866532)",6525023,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
590,18875,0128C048,0000 1750 TAYLOR              ST1501,"(37.7985288032275, -122.413274223265)",0128C048,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
591,18879,0222C002,0000 1190 SACRAMENTO          ST0003,"(37.7926793732201, -122.412454123762)",0222C002,11,11.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0
592,18891,0215C060,0000 1333 JONES               ST0910,"(37.7936210279681, -122.414882373554)",0215C060,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
593,18897,0252C033,0000 1201 CALIFORNIA          ST0602,"(37.7910768180755, -122.41433878109)",0252C033,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
594,18965,0215C003,0000 1333 JONES               ST0403,"(37.7936210279681, -122.414882373554)",0215C003,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
595,19046,0215C034,0000 1333 JONES               ST0704,"(37.7936210279681, -122.414882373554)",0215C034,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
596,19096,2646028,4394 4392 17TH                ST0000,"(37.7622193622273, -122.44304551011)",2646028,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
597,19121,0128C046,0000 1750 TAYLOR              ST1402,"(37.7985288032275, -122.413274223265)",0128C046,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
598,19126,0252C009,0000 1201 CALIFORNIA          ST0205,"(37.7910768180755, -122.41433878109)",0252C009,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
599,19135,0098C009,0000 1020 UNION               ST0009,"(37.8000299152147, -122.416271336736)",0098C009,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
600,19143,0128C030,0000 1750 TAYLOR              ST0903,"(37.7985288032275, -122.413274223265)",0128C030,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
601,19154,0098C006,0000 1020 UNION               ST0006,"(37.8000299152147, -122.416271336736)",0098C006,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
602,19164,0215C089,0000 1333 JONES               ST1208,"(37.7936210279681, -122.414882373554)",0215C089,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
603,19171,0215C009,0000 1333 JONES               ST0409,"(37.7936210279681, -122.414882373554)",0215C009,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
604,19205,0149006,1533 1529 MASON               ST0000,"(37.7976368279686, -122.412186166839)",0149006,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
605,19291,0247C003,0000 1200 CALIFORNIA          ST0004B,"(37.7916717343982, -122.414524564497)",0247C003,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
606,19329,0215C098,0000 1333 JONES               ST1407,"(37.7936210279681, -122.414882373554)",0215C098,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
607,19337,0247C090,0000 1200 CALIFORNIA          ST0027A,"(37.7916717343982, -122.414524564497)",0247C090,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
608,19405,0071C204,0000 2250 HYDE                ST0005,"(37.8017461522948, -122.419354966012)",0071C204,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
609,19487,0298C042,0000 0666 POST                ST1203,"(37.78790571895, -122.412900793831)",0298C042,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
610,19497,0298C007,0000 0666 POST                ST0303,"(37.78790571895, -122.412900793831)",0298C007,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
611,19555,0128C056,0000 1750 TAYLOR              ST1703,"(37.7985288032275, -122.413274223265)",0128C056,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
612,19557,1898015,1673 1671 45TH                AV0000,"(37.7554124091542, -122.504830159013)",1898015,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
613,19580,0215C077,0000 1333 JONES               ST1106,"(37.7936210279681, -122.414882373554)",0215C077,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
614,19607,0252C046,0000 1201 CALIFORNIA          ST0804,"(37.7910768180755, -122.41433878109)",0252C046,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
615,19670,2831005,4108 4100 24TH                ST0000,"(37.7514374132193, -122.434380416726)",2831005,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
616,19673,0215C116,0000 1333 JONES               ST1604,"(37.7936210279681, -122.414882373554)",0215C116,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
617,19699,0252C002,0000 1201 CALIFORNIA          ST0102,"(37.7910768180755, -122.41433878109)",0252C002,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
618,19733,0047C101,0000 1080 CHESTNUT            ST0001A,"(37.8030477584271, -122.421074450669)",0047C101,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
619,19768,0215C093,0000 1333 JONES               ST1402,"(37.7936210279681, -122.414882373554)",0215C093,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
620,19840,0215C078,0000 1333 JONES               ST1107,"(37.7936210279681, -122.414882373554)",0215C078,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
621,19847,3595044,0415 0411 CAPP                ST0000,"(37.7600551479639, -122.417821377992)",3595044,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
622,19856,0298C002,0000 0666 POST                ST0202,"(37.78790571895, -122.412900793831)",0298C002,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
623,19880,0215C095,0000 1333 JONES               ST1404,"(37.7936210279681, -122.414882373554)",0215C095,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
624,19889,0298C009,0000 0666 POST                ST0401,"(37.78790571895, -122.412900793831)",0298C009,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
625,19897,0128C067,0000 1750 TAYLOR              ST2102,"(37.7985288032275, -122.413274223265)",0128C067,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
626,19908,0247C050,0000 1200 CALIFORNIA          ST0017A,"(37.7916717343982, -122.414524564497)",0247C050,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
627,19916,0247C028,0000 1200 CALIFORNIA          ST0010C,"(37.7916717343982, -122.414524564497)",0247C028,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
628,19966,5615008,0088 0086 COLERIDGE           ST0000,"(37.7445285653111, -122.419585256274)",5615008,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
629,19969,0098C016,0000 1020 UNION               ST0017,"(37.8000299152147, -122.416271336736)",0098C016,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
630,20024,0298C015,0000 0666 POST                ST0504,"(37.78790571895, -122.412900793831)",0298C015,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
631,20029,0215C075,0000 1333 JONES               ST1104,"(37.7936210279681, -122.414882373554)",0215C075,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
632,20038,0247C072,0000 1200 CALIFORNIA          STCMR8,"(37.7916717343982, -122.414524564497)",0247C072,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
633,20088,0215C037,0000 1333 JONES               ST0707,"(37.7936210279681, -122.414882373554)",0215C037,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
634,20122,0128C037,0000 1750 TAYLOR              ST1102,"(37.7985288032275, -122.413274223265)",0128C037,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
635,20133,0298C031,0000 0666 POST                ST0904,"(37.78790571895, -122.412900793831)",0298C031,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
636,20145,0252C052,0000 1201 CALIFORNIA          ST0905,"(37.7910768180755, -122.41433878109)",0252C052,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
637,20150,0128C001,0000 1750 TAYLOR              ST0202,"(37.7985288032275, -122.413274223265)",0128C001,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
638,20168,0215C065,0000 1333 JONES               ST1004,"(37.7936210279681, -122.414882373554)",0215C065,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
639,20170,0252C056,0000 1201 CALIFORNIA          ST03-4,"(37.7910768180755, -122.41433878109)",0252C056,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
640,20184,0579C004,0000 2100 PACIFIC             AV0002B,"(37.7942268795735, -122.430095354673)",0579C004,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
641,20185,0580C306,0000 2121 BROADWAY              0006,"(37.7942980253598, -122.432372713755)",0580C306,7,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
642,20212,0215C079,0000 1333 JONES               ST1108,"(37.7936210279681, -122.414882373554)",0215C079,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
643,20309,1411029,0000 6009 CALIFORNIA          ST0000,"(37.7837700005049, -122.48207498918)",1411029,3,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
644,20375,0215C035,0000 1333 JONES               ST0705,"(37.7936210279681, -122.414882373554)",0215C035,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
645,20378,0098C020,0000 1020 UNION               ST0021,"(37.8000299152147, -122.416271336736)",0098C020,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
646,20547,0540C021,0000 2100 GREEN               ST0800,"(37.7965785554442, -122.434007636828)",0540C021,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
647,20568,0047C121,0000 1080 CHESTNUT            ST0005D,"(37.8030477584271, -122.421074450669)",0047C121,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
648,20583,0097C004,0000 1100 UNION               ST0301,"(37.7996601729614, -122.417684118265)",0097C004,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
649,20611,0247C030,0000 1200 CALIFORNIA          ST0011A,"(37.7916717343982, -122.414524564497)",0247C030,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
650,20617,0215C129,0000 1333 JONES               STARAGE,"(37.7936210279681, -122.414882373554)",0215C129,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
